StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q14_6_TEXT,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q29,Q30,Q31,Q32,Q32_10_TEXT,Q33,Q33_6_TEXT,Q34,Q35,Q35_16_TEXT,Q36,Q36_16_TEXT,Q37,Q37_16_TEXT,Q38,Q39,Q40,Q41,Q42,Q42_8_TEXT,Q43,Q44,Q45_1,Q46_1,Q47,Q48,Q48_16_TEXT,Q49_1_x,Q49_1_y,Q49_2_x,Q49_2_y,Q49_3_x,Q49_3_y,Q49_4_x,Q49_4_y,Q49_5_x,Q49_5_y,Q49_6_x,Q49_6_y,Q49_7_x,Q49_7_y,Q49_8_x,Q49_8_y,Q49_9_x,Q49_9_y,Q49_10_x,Q49_10_y,Q49,Q50,Q51,Q52,Q53,Q53_4_TEXT,Q54,Q55,Q55_6_TEXT,Q56,Q56_4_TEXT,Q57,Q57_6_TEXT
2025-05-29 05:40:15,2025-05-29 05:47:12,IP Address,82.37.25.28,100,416,True,2025-05-29 05:47:12,R_2XjMhWqLDqsDuRU,,,,,51.3904,-0.0992,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",21,Undergraduate,Biochemistry,Second,Female,Cisgender,Heterosexual,Yes,Weekly,Spirits,Yes,No,"To get drunk,Because my friends do,To relax,It's fun",,Yes,Blacked out,4-6,Yes,Snus/ Nicotine pouches,,,,,,,,,More than three daily,6mg,2 dot,Nordic Spirit,,,,Yes,Marijuana,,None of the above,,"Crack Cocaine,Ketamine,Methamphetamine,Heroin",,Acid/ LSD,On Special Occasions,,No,To feel good,,"Extreme paranoia, extreme mental disorder and physical paralysis due to so many thoughts going on at once, felt suspended and trapped in a world in my head",,16,16,"Alcohol,Nicotine",,,209,751,266,272,325,782,206,863,444,945,,,,,,,,,,,"Union Building,Library,SAF/ RCS,Chemistry and SECB,Dangoor Plaza","Joint (pure marijuana, rolling paper)",Yes,Yes,"Brownies/ baked goods,Gummies",,No,"Friends dealer,Friend",,,,,
2025-05-29 05:47:01,2025-05-29 05:51:22,IP Address,85.255.236.56,100,261,True,2025-05-29 05:51:23,R_8L1DZ5T0Rj4U6tj,,,,,51.4964,-0.1224,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",19,Undergraduate,Biochemistry,Second,Female,Cisgender,Heterosexual,Yes,4-6 times a week,"Wine,Spirits,Cider",Yes,Yes,"Because my friends do,To relax,It's fun",,Yes,Blacked out,15+,Yes,"Cigarettes,Vapes,Snus/ Nicotine pouches","Pre–rolled, regular size (Straights),Pre–rolled, thin (Vogues)",Marlboro,<1,No,Disposable,Crystal,Menthol,A few days,At least one daily,6mg,2 dot,Zyn,,,,Yes,"Marijuana,MDMA/ Ecstasy,Ketamine",,None of the above,,"Cocaine (powder),Crack Cocaine,Acid/ LSD,Psilocybin,Methamphetamine,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Benzodiazepines,Khat",,,On Special Occasions,,No,"To relax/ unwind,To feel good,To experience something different",,"Had a bad panic attack, haven’t done weed since",,16,16,"Alcohol,Nicotine",,,338,777,459,912,304,280,,,,,,,,,,,,,,,"Union Building,SAF/ RCS,Dangoor Plaza","Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper),THC vape (Cart, Penjamins, etc)",No,Yes,Gummies,,Unsure,Bumming off a friend,,,,,
2025-05-29 05:48:47,2025-05-29 05:52:29,IP Address,82.132.214.147,100,221,True,2025-05-29 05:52:29,R_2mwNPJ9es0fGmrF,,,,,51.5415,-0.1445,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",19,Undergraduate,Biochemistry,Second,Male,Cisgender,Heterosexual,Yes,Fortnightly,"Beer,Spirits",Yes,Yes,"To get drunk,Because my friends do,It's fun",,Yes,Blacked out,1-3,No,,,,,,,,,,,,,,,,,No,None of the above,,,,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",,,,No,,,,,I have not had sex on drugs,17,,Alcohol,,,300,313,136,494,,,,,,,,,,,,,,,,,"Union Building,Blackett",,,,,,,,,,,,
2025-05-29 05:47:44,2025-05-29 06:05:50,IP Address,172.226.134.26,100,1085,True,2025-05-29 06:05:50,R_8slsdj9ZKPxIaJP,,,,,51.5415,-0.1445,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",24,Postgraduate - Research,Medicine,Fifth,Female,Cisgender,Bisexual,Yes,2-3 times a week,Beer,Yes,Yes,"I like the taste,It's fun",,Yes,Blacked out,4-6,Yes,Cigarettes,Roll your own (Rollies),Amber Leaf,3-5,Yes,,,,,,,,,,,,No,"Marijuana,Cocaine (powder),MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Amphetamines (speed, ice, uppers, etc),Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines",,"Marijuana,Cocaine (powder),Ketamine",,"Crack Cocaine,Methamphetamine,Heroin,Anabolic Steroids",,,Monthly,,No,"To feel good,To enjoy yourself,To experience something different",,"Became suicidal; one time the house got broken into and we all thought we were tripping but it turned out the next day that it actually happened, I’ve not taken anything since that. ",,14,16,"Alcohol,Nicotine",,,306,278,,,,,,,,,,,,,,,,,,,Union Building,"Spliff (marijuana with tobacco, rolling paper)",Yes,Yes,Brownies/ baked goods,,Unsure,"Dealer,Friends dealer,Bumming off a friend,Partner,Friend",,Can arrange quick delivery,,They're local,
2025-05-29 06:02:39,2025-05-29 06:12:16,IP Address,146.179.86.160,100,577,True,2025-05-29 06:12:17,R_2pMpDa9qatQXTfe,,,,,51.5005,-0.1905,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",20,Undergraduate,Biochemistry,Second,Male,Cisgender,Heterosexual,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,None of the above,,,,"Cocaine (powder),Crack Cocaine,Ketamine,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Khat",,None,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-29 06:13:15,2025-05-29 06:16:57,IP Address,146.70.186.166,100,222,True,2025-05-29 06:16:58,R_1pzzR7PNRjYFKx3,,,,,40.7157,-74,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",18,Undergraduate,Biochemistry,First,Male,Cisgender,Heterosexual,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,None of the above,,,,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Alcohol,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-29 06:26:30,2025-05-29 06:27:45,IP Address,146.179.86.187,100,74,True,2025-05-29 06:27:45,R_8Qij3qLoPDEnfOU,,,,,51.5005,-0.1905,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",18,Undergraduate,Biochemistry,First,Female,Cisgender,Lesbian,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,None of the above,,,,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",,None,,No,,,,,,,,Alcohol,,,286,261,,,,,,,,,,,,,,,,,,,Union Building,,,,,,,,,,,,
2025-05-29 06:38:11,2025-05-29 06:40:04,IP Address,82.132.228.215,100,112,True,2025-05-29 06:40:05,R_2j9ELZrcho36A8B,,,,,51.4863,-0.1916,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",19,Undergraduate,Biochemistry,First,Female,Cisgender,Heterosexual,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,None of the above,,,,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",,Not really interested right now,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-29 06:50:10,2025-05-29 06:54:56,IP Address,90.197.124.207,100,286,True,2025-05-29 06:54:57,R_8hNIkRxZWwuw1jj,,,,,51.5538,-0.3102,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",20,Undergraduate,Biotechnology,Second,Female,Cisgender,Bisexual,Yes,2-3 times a week,"Wine,Spirits,Cider",Yes,I don't know/ unsure,"To get drunk,To relax,It's fun",,Yes,Blacked out,7-9,Yes,"Cigarettes,Vapes","Pre–rolled, regular size (Straights)",Marlboro,<1,Yes,"Disposable,Reusable with e-Liquid",Crystal,"Triple mango ",A few days,,,,,,,,Yes,Marijuana,,,,"Crack Cocaine,Ketamine,Methamphetamine,Heroin,Anabolic Steroids",,,On Special Occasions,,No,"To relax/ unwind,To feel good,To experience something different",,,,14,16,"Alcohol,Nicotine",,,304,290,314,774,,,,,,,,,,,,,,,,,"Union Building,Dangoor Plaza","Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper)",No,Yes,"Brownies/ baked goods,Gummies",,No,"Dealer,Friend",,Can arrange quick delivery,,,
2025-05-22 04:37:53,2025-05-22 07:10:09,IP Address,146.169.52.112,2,9135,False,2025-05-29 07:10:12,R_8ghzeikb54lVYfT,,,,,51.5113,-0.2714,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-29 08:54:20,2025-05-29 08:57:04,IP Address,146.169.219.81,100,163,True,2025-05-29 08:57:04,R_8jp2xXivifKwoYT,,,,,51.4889,-0.2318,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",19,Undergraduate,Biochemistry,First,Female,Cisgender,Lesbian,No,,,,,,,,,,Yes,Vapes,,,,,Reusable with e-Liquid,Vaporesso,Lemon lime,A few hours,,,,,,,,Yes,None of the above,,,,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Amphetamines (speed, ice, uppers, etc),Mephedrone,Khat",,"Benzodiazepines ",,No,,,,,,,,Nicotine,,,495,918,,,,,,,,,,,,,,,,,,,SAF/ RCS,,,,,,,,,,,,
2025-05-29 08:52:23,2025-05-29 09:04:45,IP Address,104.28.86.52,100,742,True,2025-05-29 09:04:46,R_2sTITfGtjAZ8Uti,,,,,51.3904,-0.0992,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",19,Undergraduate,Biochemistry,First,Male,Cisgender,Heterosexual,Yes,2-3 times a week,"Beer,Spirits",Yes,I don't know/ unsure,"I like the taste,To get drunk,To relax,It's fun",,Yes,Blacked out,15+,No,,,,,,,,,,,,,,,,,No,Marijuana,,None of the above,,"Acid/ LSD,Methamphetamine,Heroin,Mephedrone,Khat",,,On Special Occasions,,No,"To enjoy yourself,To experience something different",,,,16,17,"Alcohol,Nicotine",,,287,266,1026,663,,,,,,,,,,,,,,,,,"Union Building,Prince's Gardens","Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper)",Yes,No,,,Unsure,"Friends dealer,Bumming off a friend",,,,,
2025-05-22 09:32:25,2025-05-22 09:33:33,IP Address,213.32.248.155,33,68,False,2025-05-29 09:33:37,R_2Um7HY9cNObcqsh,,,,,51.5081,-0.1278,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",20,Undergraduate,Physics,Second,Male,Cisgender,Heterosexual,Yes,2-3 times a week,"Beer,Wine,Spirits,Cider",Yes,Yes,To get drunk,,I don't know/ Unsure,,7-9,Yes,Vapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-29 09:45:59,2025-05-29 09:47:58,IP Address,146.179.86.170,100,118,True,2025-05-29 09:47:58,R_8oMxNjIMGDCBg72,,,,,51.5005,-0.1905,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",19,Undergraduate,Biotechnology,First,Male,SKIP,Prefer not to say,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,None of the above,,,,None of the above,,"Caffeine ",,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-29 09:51:51,2025-05-29 09:53:56,IP Address,31.94.16.189,100,125,True,2025-05-29 09:53:57,R_8TCdy8GKDjXveVO,,,,,51.4717,-0.1161,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",19,Undergraduate,Biochemistry,First,Female,SKIP,Prefer not to say,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,None of the above,,,,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Alcohol,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat,OTHER",,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-29 09:53:16,2025-05-29 09:58:31,IP Address,104.28.40.135,100,315,True,2025-05-29 09:58:32,R_2sQJhjErw0UnkFc,,,,,51.3904,-0.0992,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",18,Undergraduate,Biochemistry,First,Female,Cisgender,Heterosexual,Yes,2-3 times a week,"Wine,Spirits",Yes,No,"To get drunk,Because my friends do,It's fun",,Yes,Blacked out,15+,Socially,"Cigarettes,Vapes,Snus/ Nicotine pouches","Pre–rolled, regular size (Straights)",Marlboro,<1,No,Disposable,"crystal ","mohito ",A few days,Once a week,6mg,2 dot,Velo,,,,No,Marijuana,,None of the above,,"Cocaine (powder),Crack Cocaine,Heroin",,,Monthly,,No,"To feel good,To enjoy yourself,To experience something different",,,,15,16,"Alcohol,Nicotine",,,275,299,,,,,,,,,,,,,,,,,,,Union Building,"Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper),THC vape (Cart, Penjamins, etc)",Unsure,No,,,Yes,Friend,,,,,
2025-05-29 10:10:52,2025-05-29 10:13:18,IP Address,80.80.245.44,100,146,True,2025-05-29 10:13:19,R_2g0Vrlshj0hMIHZ,,,,,46.6233,14.2999,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",22,Undergraduate,Bioengineering,Fourth,Female,SKIP,Heterosexual,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,"Marijuana,MDMA/ Ecstasy",,,,"Crack Cocaine,Heroin",,,On Special Occasions,,No,"To experience something different,Self discovery",,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,"Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper),Blunt (pure marijuana, cigar or tobacco leaf wrapping)",Unsure,Yes,"Brownies/ baked goods,Gummies",,No,OTHER,NL,,,,
2025-05-29 10:17:58,2025-05-29 10:21:19,IP Address,146.179.86.173,100,200,True,2025-05-29 10:21:19,R_29BZKNgtzV676db,,,,,51.4717,-0.1161,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",19,Undergraduate,Biochemistry,First,Male,Cisgender,Queer,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,None of the above,,,,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Benzodiazepines,Khat",,,,Unsure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-29 11:09:08,2025-05-29 11:12:40,IP Address,146.169.206.43,100,211,True,2025-05-29 11:12:40,R_2rHWALcuWSqi05g,,,,,51.5113,-0.2714,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",20,Undergraduate,Medicine,First,Male,Cisgender,Bisexual,No,,,,,,,,,,Yes,"Cigarettes,Vapes","Pre–rolled, regular size (Straights)",Marlboro,1-2,No,"Disposable,Reusable with e-Liquid",Crystal Bar,Cherry,A few days,,,,,,,,No,"Marijuana,Cocaine (powder),Ketamine,Nitrous Oxide,Smart Drugs (Adderall/Ritalin/ etc.)",,"Marijuana,Cocaine (powder),Nitrous Oxide",,"Methamphetamine,Heroin,Amphetamines (speed, ice, uppers, etc),Mephedrone",,"Heavy Hallucinogens, I.e DMT",Weekly,,No,"To relax/ unwind,To feel good,To enjoy yourself,To experience something different",,"Last night, smoked weed and couldn’t perform in bed",,,17,"Nicotine,Other Drugs","Marijuana,Cocaine (powder)",,293,233,505,894,,,,,,,,,,,,,,,,,"Union Building,SAF/ RCS","Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper),THC vape (Cart, Penjamins, etc)",Yes,Yes,Gummies,,No,Dealer,,Can arrange quick delivery,,Text,
2025-05-29 10:11:53,2025-05-29 11:12:51,IP Address,82.33.141.214,100,3657,True,2025-05-29 11:12:51,R_2Gwb1cCFeIDnpVD,,,,,53.7543,-1.5462,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",19,Undergraduate,Biochemistry,First,Male,Cisgender,Gay,Yes,Monthly,"Spirits,Cider",Yes,I don't know/ unsure,It's fun,,No,,1-3,No,,,,,,,,,,,,,,,,,No,None of the above,,,,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Benzodiazepines,Khat",,,,Unsure,,,,,I have not had sex on drugs,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-22 12:22:14,2025-05-22 12:24:15,IP Address,146.179.86.129,74,120,False,2025-05-29 12:24:17,R_2ilB3ydTNke566d,,,,,51.5005,-0.1905,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",21,Undergraduate,Mechanical Engineering,First,Male,Cisgender,Heterosexual,Yes,Weekly,"Beer,Spirits,Cider",Yes,Yes,"To get drunk,To relax,It's fun",,Yes,Vomitted,1-3,No,,,,,,,,,,,,,,,,,No,None of the above,,,,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Psilocybin,Methamphetamine,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Benzodiazepines,Khat",,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-29 15:04:48,2025-05-29 15:07:40,IP Address,95.214.185.83,100,171,True,2025-05-29 15:07:41,R_2kzjHdpTRi8wk9B,,,,,51.4719,-0.1616,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",21,Undergraduate,Biochemistry,Second,Female,Cisgender,Heterosexual,Yes,Fortnightly,"Wine,Spirits,Cider",Yes,I don't know/ unsure,"I like the taste,Because my friends do,To relax,It's fun",,Yes,Hungover,1-3,No,,,,,,,,,,,,,,,,,No,None of the above,,,,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",,,,No,,,,,I've had drunk sex,17,,Alcohol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-22 16:58:18,2025-05-22 16:58:40,IP Address,92.236.97.105,2,21,False,2025-05-29 16:58:41,R_2ZQcUrk9DER92hz,,,,,52.4425,-1.9442,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-29 19:09:10,2025-05-29 19:12:14,IP Address,146.179.86.139,100,183,True,2025-05-29 19:12:14,R_8VzcdZVLMgKkNgJ,,,,,51.5005,-0.1905,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",18,Undergraduate,Materials,First,Female,Cisgender,Prefer not to say,Yes,Monthly,"Spirits,Cider",Yes,No,"To get drunk,It's fun",,Yes,Blacked out,0-1,No,,,,,,,,,,,,,,,,,No,None of the above,,,,,,,,No,,,,,I have not had sex on drugs,16,,Alcohol,,,1168,613,294,303,424,341,644,429,,,,,,,,,,,,,"Union Building,Other",,,,,,,,,,,,
2025-05-30 00:52:41,2025-05-30 00:54:17,IP Address,81.101.103.110,100,96,True,2025-05-30 00:54:18,R_87U75mm2Eg24fVl,,,,,51.5043,-0.2211,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",20,Undergraduate,Medicine,Second,Female,Cisgender,Heterosexual,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,None of the above,,,,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Methamphetamine,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Khat",,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-30 01:47:09,2025-05-30 01:51:56,IP Address,31.94.16.223,100,287,True,2025-05-30 01:51:57,R_8aTBGdnx4gunwml,,,,,51.4863,-0.1916,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",21,Undergraduate,Biochemistry,Second,Female,Cisgender,SKIP,Yes,2-3 times a week,"Wine,Spirits,Cider",Yes,Yes,"I like the taste,To get drunk,To relax,It's fun",,Yes,Blacked out,1-3,No,,,,,,,,,,,,,,,,,No,None of the above,,,,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",,None,,No,,,,,I've had drunk sex,17,,Alcohol,,,1033,561,,,,,,,,,,,,,,,,,,,Prince's Gardens,,,,,,,,,,,,
2025-05-30 01:56:39,2025-05-30 01:59:41,IP Address,90.192.24.108,100,181,True,2025-05-30 01:59:41,R_8q3jcH3V7ZhqspP,,,,,51.4626,-0.2059,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",19,Undergraduate,JMC,First,Male,Cisgender,Heterosexual,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,OTHER,paracetamol,None of the above,,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Alcohol,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",,caffeine,On Special Occasions,,No,"Exam/ academic performance,OTHER",ill,"too much paracetamol, also a lack of sleep, started hallucinating",,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prescription,,,,,
2025-05-30 02:00:41,2025-05-30 02:05:19,IP Address,31.94.18.207,100,277,True,2025-05-30 02:05:19,R_21aYEVOcocPnadj,,,,,51.4743,-0.0928,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",21,Undergraduate,Mathematics,Second,Male,Cisgender,Bisexual,Yes,Weekly,"Beer,Wine",No,Yes,"Because my friends do,To relax,It's fun",,Yes,Blacked out,1-3,No,,,,,,,,,,,,,,,,,No,"Marijuana,Cocaine (powder)",,None of the above,,"Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Methamphetamine,Heroin,Anabolic Steroids",,,On Special Occasions,,No,"To enjoy yourself,Self discovery",,,,18,18,Alcohol,,,223,657,87,553,,,,,,,,,,,,,,,,,"Huxley,Sherfield/ Great Hall","Joint (pure marijuana, rolling paper)",Unsure,Yes,Brownies/ baked goods,,No,"Dealer,Friends dealer",,Need to organise in advance,,,
2025-05-30 02:59:16,2025-05-30 03:00:48,IP Address,146.179.86.128,100,91,True,2025-05-30 03:00:48,R_2WGrYRaUvNltlbg,,,,,51.5005,-0.1905,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",17,Undergraduate,Biochemistry,First,Female,Cisgender,Bisexual,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,None of the above,,,,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Alcohol,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat,OTHER",,None,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-30 03:01:15,2025-05-30 03:06:04,IP Address,148.252.148.180,100,288,True,2025-05-30 03:06:04,R_2LYYrGU9q62n5NG,,,,,51.4964,-0.1224,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",20,Undergraduate,Computing,Second,Female,Cisgender,Prefer not to say,Yes,Fortnightly,"Wine,Spirits",Yes,No,"I like the taste,To relax,It's fun",,Yes,Vomitted,1-3,No,,,,,,,,,,,,,,,,,No,None of the above,,,,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",,,,No,,,,,"I've had drunk sex,I have not had sex on drugs",18,,Alcohol,,,289,236,1051,748,1166,597,79,561,,,,,,,,,,,,,"Union Building,Huxley,Other",,,,,,,,,,,,
2025-05-30 04:35:54,2025-05-30 04:37:31,IP Address,92.40.176.111,100,97,True,2025-05-30 04:37:32,R_8cS1yE4HJVjCZHo,,,,,51.5352,-0.0876,qr,EN,"By completing this survey, you consent to us using the information provided as described above.",24,Undergraduate,Mathematics,Fourth,SKIP,SKIP,SKIP,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,None of the above,,,,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Alcohol,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",,Legal and medically prescribed ones,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
